Genome_ID,Microbiome,Gene_count,DNA_UMAP_1,DNA_UMAP_2,DNA_cluster,Functional_UMAP_1,Functional_UMAP_2,Functional_cluster
SGB675,Vaginal,495,13.776698,-1.2429748,4,3.3526142,-3.3145802,-1
SGB676,Vaginal,1332,12.026608,0.38025904,4,-1.1713704,-3.317771,5
SGB677,Vaginal,1110,10.34945,3.967426,4,0.52255213,1.7863853,7
SGB678,Vaginal,1638,9.514821,4.94675,3,-10.104126,15.641467,0
SGB679,Vaginal,1838,9.61919,1.8440441,4,2.872827,11.219757,3
SGB680,Vaginal,1421,1.9219021,0.88470113,1,14.096981,8.916108,2
SGB681,Vaginal,927,14.287646,-1.5551168,4,-0.10718787,0.9879753,8
SGB682,Vaginal,2221,2.4833438,0.8947542,1,14.76999,10.456122,2
SGB683,Vaginal,1830,11.040361,4.98384,4,-9.491549,15.264394,0
SGB684,Vaginal,1843,1.5864193,-0.036887895,1,14.435029,8.454463,2
SGB685,Vaginal,2256,2.8653884,1.7974751,1,14.85321,10.481766,2
SGB686,Vaginal,1961,9.670632,1.8210177,4,2.8519914,11.186911,3
SGB687,Vaginal,565,12.356768,-0.66630495,4,3.2846057,-3.2136598,-1
SGB688,Vaginal,1605,11.14067,4.6853223,4,-9.527367,15.153965,0
SGB689,Vaginal,1291,8.57796,2.9334066,4,0.27695534,4.132123,-1
SGB690,Vaginal,1698,10.7061825,2.202602,4,2.7212949,10.650081,3
SGB691,Vaginal,2651,1.5831424,0.0063855518,1,14.681069,8.836679,2
SGB692,Vaginal,2584,10.743662,3.168142,4,-0.8015836,0.6352092,8
SGB693,Vaginal,2577,11.006502,4.911503,4,-9.349839,15.5374775,0
SGB694,Vaginal,1908,4.8920097,7.1238437,2,2.833913,11.15254,3
SGB695,Vaginal,1751,11.828627,2.7369778,4,2.7260406,10.644287,3
SGB696,Vaginal,1974,12.061474,-0.80636954,4,2.9315434,11.113922,3
SGB697,Vaginal,304,12.476578,2.3190644,4,3.4102845,-3.3110507,-1
SGB698,Vaginal,1917,10.857757,4.3012238,4,-9.453803,15.437606,0
SGB699,Vaginal,1537,11.926834,2.4275055,4,-1.1412197,-2.524631,-1
SGB700,Vaginal,1700,11.950482,-0.86458236,4,2.9447753,11.056528,3
SGB701,Vaginal,4272,2.8957567,-0.67123854,1,3.2944453,11.969562,3
SGB702,Vaginal,3589,1.6537527,-0.14531077,1,14.594666,9.286441,2
SGB703,Vaginal,1084,2.8307045,-0.63418156,1,16.833862,-0.16159049,1
SGB704,Vaginal,1822,14.47632,-1.709376,4,-1.8536546,-3.3765697,5
SGB705,Vaginal,1205,2.9970956,1.7047877,1,14.457254,7.6941104,2
SGB706,Vaginal,2017,2.423056,0.339038,1,14.561247,10.705263,2
SGB707,Vaginal,1200,9.501589,1.9709235,4,-0.024930274,4.0765686,-1
SGB708,Vaginal,1944,9.009512,5.2699385,3,-9.803824,16.032536,0
SGB709,Vaginal,1549,8.982812,5.3033895,3,-10.386998,15.945812,0
SGB710,Vaginal,1994,10.82004,2.2405136,4,2.755332,10.677798,3
SGB711,Vaginal,3937,8.350438,1.6074382,4,-9.07023,16.376112,0
SGB712,Vaginal,1620,8.96553,2.0292866,4,1.2965271,1.8819798,7
SGB713,Vaginal,843,11.848484,1.6140966,4,0.8681909,0.6454632,7
SGB714,Vaginal,1695,10.226186,2.2624993,4,0.12851872,0.55269945,-1
SGB715,Vaginal,1076,9.44925,4.326255,3,-10.754897,15.874445,0
SGB716,Vaginal,2130,10.07494,2.1368597,4,-0.08117978,0.46619296,-1
SGB717,Vaginal,1493,10.983563,6.1209893,4,-10.118229,14.325345,0
SGB718,Vaginal,1602,12.4533,2.3712416,4,2.0054367,1.4312956,7
SGB719,Vaginal,1291,11.774101,1.8336668,4,1.5733138,1.6374409,7
SGB720,Vaginal,1729,14.296438,-1.5862696,4,-1.8805561,-3.3048198,5
SGB721,Vaginal,896,12.034688,3.0497713,4,2.7249455,10.637735,3
SGB722,Vaginal,790,11.739776,2.8216887,4,1.1850861,2.1709702,7
SGB723,Vaginal,1199,8.494581,5.175167,3,-10.30128,15.735867,0
SGB724,Vaginal,2032,2.2940273,0.57504904,1,14.586796,10.231954,2
SGB725,Vaginal,1163,2.7674801,-0.012414828,1,14.31693,9.600998,2
SGB726,Vaginal,1342,8.93403,1.8342656,4,0.12916416,1.3169702,-1
SGB727,Vaginal,1471,12.45997,2.3678584,4,1.9224612,1.416569,7
SGB728,Vaginal,1317,11.0271015,6.367318,4,-9.808219,13.870566,0
SGB729,Vaginal,650,13.932783,2.1788807,-1,3.0012426,-3.0187738,-1
SGB730,Vaginal,1493,12.788621,3.2827334,4,0.9499473,2.2954435,7
SGB731,Vaginal,1531,11.879346,0.39634287,4,-1.1577344,-4.6269164,4
SGB732,Vaginal,840,5.8268194,7.1142583,2,1.4775565,-0.66571325,6
SGB733,Vaginal,1386,2.2139995,2.284691,1,14.164013,8.123886,2
SGB734,Vaginal,2194,1.8246439,-0.21735531,1,14.367365,9.625582,2
SGB735,Vaginal,783,12.435414,4.1512184,4,0.8989174,0.81814617,7
SGB736,Vaginal,1063,12.260052,4.266694,4,0.8802086,1.3503458,7
SGB737,Vaginal,1595,2.8144283,-0.1307293,1,14.476502,8.296051,2
SGB738,Vaginal,1819,14.448116,-1.6769055,4,-1.8135015,-3.344167,5
SGB739,Vaginal,1361,14.495244,-1.725419,4,-1.8818529,-3.3088338,5
SGB740,Vaginal,2014,1.73615,1.3655123,1,14.865126,10.7061405,2
SGB741,Vaginal,1144,9.010391,5.541619,3,-10.93616,15.746091,0
SGB742,Vaginal,1300,9.021274,5.507288,3,-10.68196,15.974466,0
SGB743,Vaginal,1445,14.485462,-1.7192103,4,-1.9167969,-3.2686412,5
SGB744,Vaginal,1676,1.8092492,1.0166568,1,14.998726,10.724446,2
SGB745,Vaginal,1075,2.4991295,0.34415632,1,14.392624,10.6636095,2
SGB746,Vaginal,1169,9.003598,5.5353913,3,-10.911966,15.740198,0
SGB747,Vaginal,701,5.6214037,7.6380286,2,1.3400778,-1.1619282,6
SGB748,Vaginal,1185,12.743561,0.08867137,4,1.0861152,0.57824683,7
SGB749,Vaginal,1236,1.9382284,2.3801,1,14.011994,8.243379,2
SGB750,Vaginal,1397,13.198849,-1.7158568,4,-1.0012193,-3.3493176,5
SGB751,Vaginal,1392,5.83346,7.0480146,2,1.5379989,-0.5685457,6
SGB752,Vaginal,2080,2.6514702,0.66213655,1,14.387851,9.559637,2
SGB753,Vaginal,2147,2.1925342,-0.2092413,1,14.578655,10.173697,2
SGB754,Vaginal,2431,1.6724399,0.178249,1,14.503837,9.220234,2
SGB755,Vaginal,1383,2.5689154,0.3511952,1,14.550353,10.600529,2
SGB756,Vaginal,678,5.518792,7.5799985,2,1.5873982,-1.259589,6
SGB757,Vaginal,2221,9.300146,4.5727396,3,-9.5860405,16.158278,0
SGB758,Vaginal,1879,9.240425,4.665847,3,-9.600384,16.194014,0
SGB759,Vaginal,697,5.700667,7.1975517,2,1.305064,-1.0586474,6
SGB760,Vaginal,1322,10.991553,6.246943,4,-9.818014,13.888361,0
SGB761,Vaginal,1462,13.204069,-1.9044749,4,2.7034826,10.885129,3
SGB762,Vaginal,1305,11.330076,3.6605523,4,1.3120245,1.7658777,7
SGB763,Vaginal,1395,11.102057,2.243914,4,2.6864738,10.597314,3
SGB764,Vaginal,1116,9.760289,2.4294527,4,0.5412967,1.6123031,7
SGB765,Vaginal,781,10.649709,3.6054575,4,0.55347604,1.7288624,7
SGB766,Vaginal,1185,12.893415,-0.73919624,4,0.7409859,-3.9365625,4
SGB767,Vaginal,1001,8.923279,4.8957076,3,-10.528143,15.511809,0
SGB768,Vaginal,638,5.3587656,7.417703,2,1.5223899,-1.3011167,6
SGB769,Vaginal,1466,12.221024,4.348544,4,0.61552256,1.1088953,7
SGB770,Vaginal,1557,2.689506,0.9102215,1,14.3595915,8.224923,2
SGB771,Vaginal,1309,3.213136,0.9610207,1,14.078724,8.447382,2
SGB772,Vaginal,2249,2.2052174,0.04018379,1,14.565002,9.238649,2
SGB773,Vaginal,2423,1.7646493,-0.21565242,1,14.548513,9.415505,2
SGB774,Vaginal,1935,2.5687149,0.34115633,1,14.55911,10.099533,2
SGB775,Vaginal,423,12.720508,3.9987912,4,1.2561955,2.3084137,7
SGB776,Vaginal,407,10.685693,-2.9743996,-1,3.3506262,-3.3926935,-1
SGB777,Vaginal,1814,2.6071947,0.20331134,1,14.295408,9.315373,2
SGB778,Vaginal,893,12.853016,-0.26494762,4,1.05364,0.5007814,7
SGB779,Vaginal,585,13.860764,2.0520585,-1,3.0061579,-3.0235183,-1
SGB780,Vaginal,771,5.081633,7.3539767,2,1.179742,-1.1990062,6
SGB781,Vaginal,954,11.10742,6.3262587,4,-9.7676525,13.839496,0
SGB782,Vaginal,671,-0.025978645,4.3649225,0,17.070116,-0.9534143,1
SGB783,Vaginal,674,0.27468616,4.160978,0,16.965994,-0.82862157,1
SGB784,Vaginal,1243,12.220304,-2.0688784,4,0.107520446,-4.4725842,4
SGB785,Vaginal,1598,3.0251698,1.6417713,1,14.398738,7.8077755,2
SGB786,Vaginal,2409,1.9074167,0.91713035,1,14.968436,10.706268,2
